Difficulty,Puzzle
4.44,[  o    o   o o  o   oo            oo  o   o    o]
4.44,[o   o           o  o  oo    o     o   o  oo    o]
4.44,[ o     o   o     ooo  o         o  o o o    o   ]
4.44,[     o    oo o  o   o        o o  o  o  o    o  ]
4.44,[ o   oo  o       o   o        o  o  o    o o o  ]
4.44,[    o   o o o  o  o            ooo    o   o   o ]
4.44,[       ooo o  o     o   o     oo  o        oo   ]
4.44,[o      o  o o     oo  o           o   o   o oo  ]
4.44,[  o        ooo       o  o    o     o  o  o o o  ]
4.44,[ o o        oo           o   o ooo    o     o o ]
4.44,[ o   o   o      o    oo  o oo         o    o   o]
4.44,[   o       o  ooo o     o   o  o        o   oo  ]
4.44,[       ooo  o    o     oo  o o    o  o o        ]
4.44,[ o o   oo     o   oo    o     o    o        oo  ]
4.44,[o        o  oo    o      o    oo   o     oo  o  ]
4.44,[     o  oo  o    o o      o   o        o oo   o ]
4.44,[ o o     o  o  o        o   o  o      o   oo   o]
4.44,[o       o  oo  o     o     o      o      o o  oo]
4.44,[  o       o   oo    o    o    o o        o oo  o]
4.44,[o   o     o         o oo  o  o   o oo  o        ]
4.44,[   o   oo  o        o oo o           o  o o o   ]
4.44,[o      o  o o    o ooo   o     o  o   o         ]
4.44,[     o    o  o   o ooo          o   o   o   o o ]
4.44,[ o o  o  o   o     oo        o  o    o   o   o  ]
4.44,[  o        o   o o      o o o  oo o  o        o ]
4.44,[o o   o       o o  o     o         o  oo o   o  ]
4.44,[ o   o     o   o  o     oo    o   o         ooo ]
4.44,[        o o   ooo          o oo     o    o o   o]
4.44,[ o    o    oo        o      o o oo        o oo  ]
4.44,[o    oo      o  oo   o    o    o   o  o   o     ]
4.44,[o   oo    oo         o  o   o oo          o o   ]
4.44,[  o o        o  oo     o  o   o  o      o    o o]
4.45,[ o     o      o  o  o   o o  o o          o o  o]
4.46,[ o o o      o     o       o   o     o   o  oo  o]
4.46,[ o  o    o   o         o  o o      oo o o      o]
4.46,[  o o o  o o           o  o   o  o       o   o o]
4.46,[       o o    o o oo     o  o o      o    o o   ]
4.46,[  o  o   o   o  o      o  o         oo   o o   o]
4.46,[ o   o oo        o  oo         oo o  o      o   ]
4.46,[  o      o o o o  o   o  o o        o     o   o ]
4.46,[ o   o       o  o o    o  o   o o  o o o        ]
4.46,[    o  o  oo         o  o o      oo   o     o o ]
4.46,[o  o        o   oo   o o    o     o  o      o  o]
4.46,[  o o   o   o        o oooo   o    oo           ]
4.46,[o    oo     o o  o  o       o    o        oo  o ]
4.46,[    o   o   o         o  ooo   o      o  oo  o  ]
4.46,[o o o   o     o     o      o   o  o  o     o  o ]
4.46,[   o o   o  oo          o  oo  ooo             o]
4.48,[o   o     o  o   o     o      o   oo  oo o      ]
4.48,[    o o o  o       o   o     o   o   o   oo  o  ]
4.48,[ o  o   o    o    o  o o   o        o    o o   o]
4.48,[o  o          oo    o o   oo    o      o o   o  ]
4.48,[ o  o     o      o   o o       oo o o      o  o ]
4.49,[   o   o     o  oo           o o o  o  o  oo    ]
4.49,[  o   o o  o           oo  o o     o  oo  o     ]
4.49,[o         o  o o  o o          o o o    o  o   o]
4.49,[ o   o oo  o       o o     o         o   o oo   ]
4.49,[  oo o       o  oo  o o              ooo  o     ]
4.49,[  o  o o          o o    oo  oo   o       o   o ]
4.49,[    o o        ooo   o   o      o  ooo       o  ]
4.49,[    o   ooo          o o    o o    o   o o o    ]
4.49,[   o o       o   o o   oo  o o           o o   o]
4.49,[  o o   o  oo          oo   o  o   o o  o       ]
4.49,[o  o  o  o     oo  o      o  o        oo o      ]
4.49,[    o  o      o o  o     oo   o         o o o  o]
4.49,[          o oo     o   oooo    o       oo    o  ]
4.49,[  o  oo      o   o   o     oo  o o      o    o  ]
4.49,[  o o  ooo  o              o oo           oo  o ]
4.49,[ o   o   oo   o       o       o  o o  o   o    o]
4.49,[  o   o  o  o       o    o  oo        o   oo  o ]
4.49,[  o  o  oo  o o               o  o  o  oo  o    ]
4.49,[ o o    o   oo o o         o   o  o  o       o  ]
4.49,[o  o o  o    o    o         oo     o  oo o      ]
4.49,[  o    o  o  o  o  oo           o   o oo     o  ]
4.51,[o       o  ooo    o   o  o           oo   o  o  ]
4.51,[  o         o  o o o   o o     o   ooo   o      ]
4.51,[  o  o     oo    o   ooo         o  o  oo       ]
4.51,[ o  oo  o     o   o     o  o  o     oo    o     ]
4.51,[  o         oo  o o   o    o    o   o o   o    o]
4.51,[  o  o          o o   oo   o o    o       o o  o]
4.51,[ o  o        oo  oo  o         o   o    o  o   o]
4.51,[  o   o             ooo oo  o  o        o   o o ]
4.51,[ o o o      o   o     oo  o         o  o  oo    ]
4.51,[  o o  o  o       o      o  o     oo   oo      o]
4.51,[o   o        o o   oo   o         o  ooo o      ]
4.52,[ o    o  o  o   o    o o o  o     o         o  o]
4.52,[ o o        o        o oo o       o o   o   o o ]
4.52,[    o o    o o   o  o  o  o     o o         oo  ]
4.54,[o   oo    o     o   o o    o  o oo           o  ]
4.54,[ o o  o  o     oo    o   o     o   o  o      o  ]
4.54,[  o   oo            oo  ooo   o o   o       o   ]
4.54,[     o  oo   o   o   o o    o     o   o  o o    ]
4.54,[       o ooo  o       o o         o o o    o   o]
4.54,[ o  o      o  oo         oo o  o          o oo  ]
4.54,[  o      o  oo    o    o  o   o  o o     o     o]
4.54,[      o   o  o  oo  o         o  o    o   oo  o ]
4.54,[ o    o     oo    o      oo   o  o   o     o o  ]
4.54,[     oo   o o     o     o o   o o         o o  o]
4.54,[  o  o     o         oooo   o     oo o  o       ]
4.54,[        oo   o    ooo oo        o  o       o o  ]
4.54,[   o      o  o oo   o  o         o o o  o   o   ]
4.54,[ o o   o       o     o  o oo     o  o  o o      ]
4.54,[    o    o o o    o  o  o    o    o o o      o  ]
4.54,[ o       o     o o o o oo   o      o       o   o]
4.54,[    o   o o   o   o    o  o         o  oo  oo   ]
4.54,[       o o o  o   o  o         o oo     o   o  o]
4.56,[o    o    o    o ooo         o o   oo   o       ]
4.56,[    o o o  o  o          ooo o  o   o  o        ]
4.57,[o   o  o   o    o o    o      o  o    o o   o   ]
4.57,[  o    o   o      o o  o oo  o          o    o o]
4.57,[  o    o    o    o     oo   o o  oo   o        o]
4.57,[      o o  oo           oo  oo     o       o  oo]
4.57,[oo  o          o   o  o   o      o  oo o o      ]
4.57,[o o  o o         o       o   ooo        o  oo   ]
4.57,[oo    o     o   o  o o             o  ooo o     ]
4.57,[     o     o o  o oo  o               o oo  oo  ]
4.57,[o   o         ooo o o    o     o          oo o  ]
4.57,[o   o     o  o  o     ooo   o     o  o    o     ]
4.57,[   o    o o o  o   o o   o   o            o o  o]
4.57,[   oo   o   o         o  oo  o       o  o  o o  ]
4.57,[o o         o       o o     o  oo  o     o    oo]
4.57,[oo         o o o  o          o   o  o ooo       ]
4.58,[    o  o  o     o o    o o o        o oo o      ]
4.58,[   o   o   o    oo        o oo oo  o           o]
4.58,[ o        o  o o o o o   o      o    o   o     o]
4.58,[o   o    o  o     o  o o o        o   o    oo   ]
4.58,[      o o o o      o   o o    o   o  o    oo    ]
4.58,[   o   oo   o o   o o       o    o  o  o o      ]
4.58,[ o  o  o o      o   o o o      o  ooo           ]
4.58,[o    o    o o o  oo           o o      o   o  o ]
4.58,[ o  o      o   o   o o        o oo     o  o   o ]
4.58,[         o o    o   o o  o  o  o  o   o  o    o ]
4.58,[o   oo     o        oo  oo o  o   o          o  ]
4.59,[       oo  o  o     o  ooo     o     o    o o   ]
4.59,[ o   o   o       o  o  o  o o       o   o  o  o ]
4.59,[ o   o   o    ooo    o    o       oo        o o ]
4.59,[   oo     o o o    o    oo     o    o o    o    ]
4.59,[ o    o     oo oo  o        o    o  o  o o      ]
4.59,[  o   o   o    o oo        o  o o   oo   o      ]
4.61,[ o  o      o   o         o o o   o o  o   o    o]
4.61,[o     o  o o  o     o  oo o      o    o       o ]
4.61,[   o       o o  oo o         oo  o     oo     o ]
4.61,[  o        oo  oo oo o         o     o  o o     ]
4.62,[o      o oo o       oo     o  o          o o  o ]
4.62,[      o o  o  o   o   o  o  o       o o o      o]
4.62,[  o    oooo         o         o oo  ooo         ]
4.62,[  o o         o oo     o  o     oo  oo         o]
4.62,[  o   o        ooo        o ooo         oo    o ]
4.62,[     o    oo   o   o  o  o       o   oo o    o  ]
4.62,[      o ooo  o    oo          o  o     o o   o  ]
4.62,[       o  o o o o oo         oo o        o     o]
4.62,[ o   o   o o   o   o        o  o  o o    o   o  ]
4.62,[    o o oo        o    ooo   o       o    o o   ]
4.62,[o    o   o  o       o   o    o o   o      o oo  ]
4.62,[          o  o  oo  o oo   o        o o o      o]
4.62,[  o       o  o      o oooo   o   o         o o  ]
4.62,[      o o  o  o   o o  o o            o  o  o  o]
4.62,[  o     oo   oo     o  o     oo  o       o  o   ]
4.64,[  o o  o o o  o          o  o     oo   o    o   ]
4.64,[        o     o    ooo oo o       oo   o      o ]
4.64,[  o  o      o o   oo           oo     o  o o o  ]
4.64,[  o    o   o  o o  o       oo  oo         o   o ]
4.64,[  oo           oooo         o  o       oo  o  o ]
4.64,[   o  o   o   o  o    o   o  o  oo          o o ]
4.64,[o    o o        ooo   o        o  oo        o o ]
4.64,[    o   o     oo    o    o o o   o  o  o o      ]
4.64,[  o    o  o  o   o  oo   o  o     o   o       o ]
4.64,[o   o o  o         o o  oo  o o            oo   ]
4.64,[  o o      o   oo   o   o     o  o o o      o   ]
4.64,[o   o o  o        o     oo  o         o   o  oo ]
4.64,[ o o   o      o      o     o  oo o       oo  o  ]
4.64,[    o   oo     oo o        o  o  o  oo         o]
4.64,[oo   o         o  o o      o   ooo  o  o        ]
4.66,[     o o  oo  o  o      o o    o  o  o     o    ]
4.66,[o    o   o oo         o   o   o  oo         o  o]
4.66,[    o   oo o o    o    o o          o o  o     o]
4.66,[ o    o   o o    o  o o       o ooo          o  ]
4.66,[      o   o     oo ooo    o   o        o o    o ]
4.66,[       oo  oo  o     o    o   o  o       o  o  o]
4.66,[o     o   o       o o o      o  oo    oo  o     ]
4.66,[  oo   o      o     o  oo   o     o  o o o      ]
4.66,[   oo     o  o         oo oo o        o    o  o ]
4.66,[          o oo     o   ooo  o          o  oo o  ]
4.66,[o          o    oo  o oo           oo o   o    o]
4.66,[  o  o o  o o           o  o   o  o       o o o ]
4.66,[        o  o o o o  o         oo o  o     o o   ]
4.66,[     o    o o   o    oo  o      o o o o      o  ]
4.66,[ o o o o    o    o     oo  o        o      o o  ]
4.66,[        o o o o   o  o o     o          oo  o  o]
4.66,[o     o    o o  o   o  o        o  o      o oo  ]
4.66,[ o         oo  oo    o oo   o     oo o          ]
4.67,[ o o  o        oo  o     o   o o  o  o       o  ]
4.67,[o o    o  o   o    oo    o    o   o         oo  ]
4.67,[o o    o      o o   o       o o oo o           o]
4.67,[ o  o  o  o            o     oo   o o  oo o     ]
4.68,[      o o  o    oo  o o        o  o o     o   o ]
4.68,[ o o        oo    o    o   oo        o   o o   o]
4.69,[ o   o  o   o    oo    o        o  o o o    o   ]
4.69,[    o  o  o     o      oo  oo o  o       o    o ]
4.69,[o   o     o    o    o     o  oo o o         oo  ]
4.69,[o  o     o   o o   o      o    o o    o o   o   ]
4.69,[  o     o  o  ooo   o  o   o         o   o   o  ]
4.71,[     o    o o  oo  o      oo     o     o o    o ]
4.71,[     o  o  oo           oo   o o   o   o   o o  ]
4.71,[ o         o  oo   o     o o   oo   o  o o      ]
4.71,[  o o o        o oo      o  o    o   o  o     o ]
4.71,[o        o   o o     o  ooo o       o o        o]
4.71,[ o   o     o        o oo o      o  oo o      o  ]
4.71,[o      oo   oo    o      o o   o          o  o o]
4.71,[ o       o o      o  oo        o o o      o o  o]
4.71,[  o  o  o   o          o  o    o o o  o  o  o   ]
4.71,[o    o         o o o      o  oo  o o      o    o]
4.72,[      o oo  o      o   o      o    ooo  oo      ]
4.72,[o    o o     o   oo       o      o o o    o    o]
4.73,[ o    o    o   o o  o o     o o  oo  o          ]
4.73,[  oo  o     oo   o      o o   o       o   o o   ]
4.73,[o   o  o o  o     o        o  o oo  o          o]
4.73,[o o oo             o  o  oo         oo  o     o ]
4.73,[oo   o         o   oo    o     o o  oo  o       ]
4.74,[          o   oo   o    o  o o o o o  o  o      ]
4.74,[o           o o  o o  oo   o     o  oo  o       ]
4.74,[  o  o o   o           ooo o  o         o   o o ]
4.74,[      o  o o     o  oo  o     o    oo      o  o ]
4.74,[  o  oo      o  oo          oo     o  ooo       ]
4.74,[   o o  o  o o      o  o o    o          o oo   ]
4.74,[  o o o         o    o ooo         o  o    o   o]
4.74,[  o  oo  o     o   o       o o   o  oo     o    ]
4.74,[ o  o o    o     oo o          o o   o oo       ]
4.74,[    o      o   ooo  o  o      o  o      o  o  o ]
4.74,[   o  o    oo  oo  o        o   o    o o o      ]
4.74,[ o oo        o o          o    o o  o   o o  o  ]
4.74,[o o   o       o    o    o         ooo oo  o     ]
4.74,[ o   o    o     o  o  o   o  oo          o o   o]
4.74,[  o   o      o oo o        oo o         o  oo   ]
4.74,[o      o o   o     oo    oo  o o        o    o  ]
4.74,[        oooo  o   o        oo  o      o o     o ]
4.76,[  o     o  o o o    o   o    o    o       o o  o]
4.76,[    o     o o   oo  o  o  o            o  oo  o ]
4.76,[o        o  oo   o    oo  o  o       o   oo     ]
4.76,[ o  o o     o            ooo oo      o    o  o  ]
4.76,[  oo   o    o o         o   o     o    oo  o o  ]
4.76,[     o  o  oo    o           o o o  o  oo     o ]
4.76,[o      o   o     o  o o        oo o o o    o    ]
4.76,[ o      o    o o o     o ooo          o     oo  ]
4.76,[      o   ooo         o o        o  ooo o  o    ]
4.76,[oo    o      o    ooo         o  o       o   o o]
4.78,[     o    o   oo   o    o      o oo o      o o  ]
4.78,[       oo   o  o    o   o o o    o     o  o   o ]
4.79,[  o   o   o  o     o         oo o  o  o o     o ]
4.79,[    o   o  o        o o  o     oo  o  o     o o ]
4.79,[o    o o o   o  o o        o  o o    o       o  ]
4.79,[ o o  oo o                  o o o  o     o o   o]
4.79,[o   o  oo          o o o  o          o  o  o   o]
4.79,[o     o  o  oo o        o o        o o o   o    ]
4.79,[o  o         o o o   o   o   oo    o      o    o]
4.79,[  o  o     o   o o       o   o  o  oo o       o ]
4.79,[   o    o o o  o    o o        o  o   o o o     ]
4.79,[  o o        o o o  o       o o o o  o     o    ]
4.79,[o      o     o  o o   o   o   o oo   o      o   ]
4.79,[      o   o o    o   oo o o  o o         o   o  ]
4.79,[   o   oo            o o o o     o  ooo o       ]
4.79,[   oo        o   oo    oo    o  oo    o       o ]
4.81,[    o o  o o   oo  o             o  o  oo      o]
4.81,[o        oo  oo     o  o     oo   o     o     o ]
4.81,[      o   oo  o o o    o    o       o  oo    o  ]
4.81,[o  o        oo   o    o  o  oo  o  o   o        ]
4.83,[ o  o   o    o    o    oo  o   o o   o       o  ]
4.84,[     o   oo o o     o o o    o    o       o    o]
4.84,[o      o    o o         ooo   o    o o    o o   ]
4.84,[   o   o  o oo  o        oo    o    o      o  o ]
4.84,[     o    o  o  oo  oo o  o   o         o    o  ]
4.84,[o o  o      o       o    o o   o  o  o  o    o  ]
4.84,[o  o  o  o o         o    o  o          o o   oo]
4.84,[         o o   o  o oo o  o   o   o  o  o       ]
4.84,[ o   o o o        o        o o   o   o oo   o   ]
4.84,[o   o  oo  o o             oo     o   o  o    o ]
4.84,[       o  o o   oo  o      oo   o o   o       o ]
4.84,[     o    o    o    o o ooo  o o          o o   ]
4.84,[  oo o o o   o            o   o o    o   o   o  ]
4.84,[ o  o          o oo       o ooo o  o           o]
4.84,[ oo   o     o  o oo        o o  o     o       o ]
4.84,[  o  o  o       o    oo        oo o oo     o    ]
4.84,[   o  o    o o  o   o       o   o  oo  o       o]
4.84,[    o  o  o   o  o  o       o   o o      o    oo]
4.84,[       ooooo        o o   o           o o   o  o]
4.84,[o     o      o      oo oooo       o    o    o   ]
4.84,[    o   o  o   oo   oo   o           o   o  o  o]
4.84,[ o o o   o     o    oo        o  o      o  o  o ]
4.86,[   oo o   o     o     o   oo   o    o o o       ]
4.86,[  o       o  o oo o  o     o     o       o  oo  ]
4.86,[o  o           o o   o   o    oo   o o    o o   ]
4.86,[  o   o   o o   o          ooo    o    o   o   o]
4.86,[ o o   o   o   oo         o  o  o  o        o  o]
4.86,[o  o          oo  o o   o   o         o o  o  o ]
4.86,[ o  o         o  oo    oo  o  o    o o     o    ]
4.86,[    o   o o  o        o   o o   oo  o       o  o]
4.86,[  o o   o o  o    o   o    o  o o   o         o ]
4.86,[   o  o     o    o  o o o o       o o        oo ]
4.86,[o        o   o o     o  ooo o        ooo        ]
4.86,[     o    o o o o oo        o o   o       o  o  ]
4.86,[   o       o o o o o  o  o         o o    o    o]
4.86,[ o o  o  o          o  o    o o  o o      o  o  ]
4.86,[   o o      o   o  o  oo o               o oo  o]
4.86,[  o  o  o   o         o  o  o o o o o       o   ]
4.86,[         oo  o  o  o  oo o        ooo          o]
4.87,[   o o     o  ooo          o    oo       o  o o ]
4.87,[o  o  o o     o      o    o o       o   oo    o ]
4.87,[ o o   o o    o        o o   o      o   o  o o  ]
4.87,[   o   o   o o   o  o    o   o    oo   o      o ]
4.87,[       oo  oo o           o  o   o    o  o  o o ]
4.87,[   o  o          o  o o o  o     o  o o  o     o]
4.88,[  o        ooo        o o   o o   o o   o   o   ]
4.89,[o  o  o   o o         o o o  oo    o    o       ]
4.89,[   o         o  oo o o o     o   o  o  oo       ]
4.89,[        ooo  o      o o    oo  o o      o     o ]
4.89,[  oo        oo o  o   o o  o           o o o    ]
4.89,[oo  o        o    o    o      o o o o      o  o ]
4.89,[ o     oo         o ooo  o o          oo  o     ]
4.89,[ o o   o o o      o         o  o    o    o o o  ]
4.89,[ o      o     oo   o  o     oo oo  o     o      ]
4.89,[o      o o o        o o   o  o      o    o o o  ]
4.89,[o         oo  o o      o   oooo          o  o   ]
4.89,[   o   oo  o       o     o   o ooo   o         o]
4.89,[  o   o     o    o o oo o        o     o   o  o ]
4.89,[  o  o   o          o  oo  o o o  o       o    o]
4.89,[    o   o    ooo   o     ooo    o      o      o ]
4.89,[  o   o o       o    oo      o    ooo   o    o  ]
4.89,[o    o    o o        ooo    o   o oo o          ]
4.89,[  o      oo  o      o    o   o o o    o o     o ]
4.89,[   o       o  oo o o o   o      o   o  o o      ]
4.89,[  o o    o  o  o o  o           o   o    o   o o]
4.89,[        oo  oo   o o        o o    o    o  o   o]
4.89,[o  o          oo  o  o         ooo    o   o   o ]
4.91,[ o     o         ooo  ooo    o     o o     o    ]
4.91,[o    o    o o        o oo   o      o   o   o  o ]
4.91,[    oo  o  o   o       oooo o             o   o ]
4.91,[     o oo  o       o     o     oo o   o    o o  ]
4.91,[o          oo  oo o         o       o o o   o  o]
4.91,[o     o   o   o       o   oo    o  oo o        o]
4.91,[ o o   o       o    oo    oo    o   o    o    o ]
4.92,[       oo o   o    o o        o   ooo   o   o   ]
4.92,[o     o   o   o   ooo            o    oo o  o   ]
4.92,[o o  o    o   o o           o o   ooo          o]
4.92,[    o   o   o     o  oo  o    o o o   o        o]
4.92,[   o   o    o o  ooo           o o  o   o      o]
4.92,[         o o oooo o                  o   o o o o]
4.92,[o   o    o   o o    o      o    o     oo  o  o  ]
4.94,[     o  o  o o     ooo  oo    o            o o  ]
4.94,[    oo  o    o   o o    o  o   o o  o        o  ]
4.94,[   o o o      o oo  o      o           oo  o  o ]
4.94,[ o  o o o         o   oo  o  o          o  o  o ]
4.94,[    oo  o  o     o    oo oo          o     o o  ]
4.94,[oo  oo       o     o      o    o    o    o o o  ]
4.94,[ o  o    o   o o          o o   oo    oo  o     ]
4.94,[oo  o        oo   o        o  o  o    o o   o   ]
4.94,[     o oo       o  o oo  o  o          o o    o ]
4.94,[    o     o   o    oo  oo     o   o o  o  o     ]
4.94,[  o o     oo  oo            o   o   o  o o o    ]
4.94,[   o    o o       o o  o    ooo         o o    o]
4.94,[o o  o      o    o  o       o  oo o   o      o  ]
4.95,[ o o o      o   o    o   o    o  o     o  o   o ]
4.95,[  o  o  o           o  oo   o o o  o  o       o ]
4.96,[   o     o       o  o oo o   o     o      o o  o]
4.96,[ o  oo    o  o                oo  ooo   o      o]
4.96,[  oo   o         o  oo      o  oo oo         o  ]
4.96,[o            o oo o o        o  oo   o     o   o]
4.96,[o   o     o o       o o    o    o  oo   o      o]
4.96,[  o o    o  o         o  o    o o o o      o   o]
4.96,[ oo    o o    o   o o       o   o  oo         o ]
4.96,[ o     oo         o  o o   o  o o   oo    o     ]
4.96,[  o o      o o  o o    o     o   o    o o     o ]
4.96,[   oo    o         oo  o  o   o o        o  oo  ]
4.96,[     o    o  o   oo  o o    o    o     oo   o   ]
4.96,[o   o  o o          o        ooo o o     o   o  ]
4.96,[ o o   o           o  o  oo  o  o o    o       o]
4.97,[  oo         o   ooo  oo             o o o o    ]
4.97,[o  o        o o   o  o o o    o      o  o  o    ]
4.97,[ o     oo     o  oo  o      o o o  o          o ]
4.97,[  o  o   o     o  o    o         o oo  oo    o  ]
4.97,[o o  o      o        o   o   o  o  oo o      o  ]
4.97,[o  o o   o o  o           o   o       oo o o    ]
4.97,[o    o o   oo          oooo               o o  o]
4.98,[o     o       o o   o o o o o          o  o  o  ]
4.98,[ o      o  o o     o  oo   o     o       o  o  o]
4.98,[  o  o      o  ooo        o    o  o o  o  o     ]
4.98,[     o  o o o o    o          o  o oo   o    o  ]
4.98,[    o   oo    o o      o o  o     oo  oo        ]
4.98,[o o   o         o   ooo   o        oo     o    o]
4.99,[    o   o o  o    o    o o o o          o    o o]
4.99,[  o     oo     o    o      o ooo  o  o  o       ]
4.99,[  o o  o  o   o    o      o o   o        o   o o]
4.99,[o           o oo o o o     o  o o        o   o  ]
4.99,[ o     oo           oo oo  o          o o o    o]
5.00,[      o   o    o o o     o  o  o  o  oo   o     ]
5.01,[      o oo     o    o o o ooo              o o  ]
5.01,[  o  o      o    o   oo  oo         oo o  o     ]
5.01,[ oo   o   o    o           o  o    o o  oo   o  ]
5.02,[    o  o ooo  o           o      o o   o o  o   ]
5.02,[      o  o o        ooo          ooo o  o   o   ]
5.02,[o  o o      o o           o   o oooo           o]
5.02,[   o o  o o        o   ooo o           o    o o ]
5.02,[      o   o    o o    o  o oo o  o o         o  ]
5.02,[   o   o o o    o           oo o  o o   o    o  ]
5.02,[         o o   oo   oo        o   o   ooo  o    ]
5.02,[ o o   oo     o      o      o  oo    oo  o      ]
5.02,[o o          o o     o  o oo o      o o   o     ]
5.02,[o          o oooo  o      o              o oo  o]
5.02,[o    o      o   oo  o o   o    o  o         o o ]
5.02,[   oo    o   o   o          o  oo  o  oo  o     ]
5.03,[  o  o       o  ooo         o  o   ooo  o       ]
5.03,[  oo  o     o       o   o     oo    o   o o  o  ]
5.03,[ o  o   o   o  o   o o     o  o o  o        o   ]
5.03,[        o ooo o  o    o   o    o     o    o  o  ]
5.03,[  o  oo         oo  o       o o     o   o o  o  ]
5.03,[ o   o    o  o     oo    o    o       ooo o     ]
5.04,[o o   o       o   o     o  o    o   o o  o     o]
5.04,[  o    o   oo o         o   o   o o   oo   o    ]
5.04,[ o  oo    o         oo o   o    oo           o o]
5.04,[ o   oo          o  oo  o     o o     oo  o     ]
5.04,[     o       o  ooo o o      o  o  o o       o  ]
5.04,[       ooooo       o           o   o o   o o o  ]
5.04,[ o       o   o  o   o  o  ooo           o   o  o]
5.04,[  o o o   o o   o           o       ooooo       ]
5.04,[ o   o o o      o   o         o   oo  o o      o]
5.06,[ o o   o o  oo    o            o   o     o  oo  ]
5.06,[ o o     o  o  o          o   o     o o o  o o  ]
5.06,[ o o o      o        o     o   oo o     o  o   o]
5.06,[    o   o   o    o o  oo  o     o o   o        o]
5.06,[ o  o      o   o      o   o     o  o   oo   o  o]
5.06,[o      o   o  o o   oo          o   o  o o o    ]
5.06,[o   o o  o          o   o o o      o  oo    o   ]
5.06,[  o o      o o oo          o  o    o     o o   o]
5.06,[o   o    o         o o o o  o     o   o   o   o ]
5.06,[     o   o  o  o oo     o   o  o     o    o o   ]
5.06,[  o   o   o    o oo     o  o  o    o  o       o ]
5.07,[ o     o o  o o  o        o   o       o  oo    o]
5.08,[ o  o o o           o     o o o        o  oo  o ]
5.09,[     oo   o     oo  oo        o    o  ooo       ]
5.09,[o           oo    oo o      o   o o   o    o   o]
5.09,[o      o o        o  o oo    o        ooo  o    ]
5.09,[  oo   o o o         o   oo           oo  o  o  ]
5.09,[  o o             o  o o o  o    o oo  o o      ]
5.09,[o  o o         o o   o      o oo   o     oo     ]
5.11,[    oo  o  o      o    o  o o          o o o   o]
5.11,[ o      o   oo        o o oo     o    o     o o ]
5.11,[     o     oo   o  o   ooo o           o    o o ]
5.12,[o     o   oo      o o        oo   o     o   oo  ]
5.14,[  o   o  o   o  o  o   o   o       o      o  o o]
5.14,[o o        o  o      o oo  o       oo  o o      ]
5.14,[     oo o o   o   o     o   o    o       o  o  o]
5.14,[o  o  o             ooo    o    oo        o  o o]
5.14,[oo          o o   ooo        o   o       o  o  o]
5.14,[ o       o  o  o o o   o       o         ooo o  ]
5.14,[ oo o              o   o o o  o  o       o  o  o]
5.14,[  o o      o o oo     o     o   o o  o   o      ]
5.14,[     o   o o     oo   o     o o o   o      o o  ]
5.14,[o     o   ooo           o   oo     o o o  o     ]
5.14,[ o  o  o          o     oo    oo    o    o o o  ]
5.14,[  o       o o  o        o  o   o  o o     o  o o]
5.16,[   o       o  o  o  oo oo o         o  o o      ]
5.16,[ o o        oo         o o    o  o o    o   o o ]
5.16,[  o        oo  oo o o       o   o     oo    o   ]
5.17,[ o o  o  o o        o  o         o o  o o    o  ]
5.17,[ o       o oo  o    o      o   o  o o   o   o   ]
5.17,[ o o    o    o o       o   o   o  o  o    o  o  ]
5.17,[  o        o   ooo          o  o   o o   o o o  ]
5.17,[ o oo  o     o            o    o o   o  o o  o  ]
5.17,[oo  o  o             o  o oo  o  o    o       o ]
5.17,[  o    o    o o oo        o    oo  o o      o   ]
5.17,[       oo  oo o  o       oo  o        o     o o ]
5.18,[         o o o   o  o   o    o o  ooo  o        ]
5.18,[  o  oo       o o o o    o  o            o o  o ]
5.19,[  o   o o            oo     o    ooo  o o      o]
5.19,[  o o o  o      o  o        o    oo    o   o   o]
5.19,[o   o  o        oo  o        o oo  o o       o  ]
5.19,[    o  o o o  o o         o        o  ooo  o    ]
5.19,[o   o        oo o o            o ooo        oo  ]
5.19,[ o o  o  o   o        o      o oooo  o          ]
5.19,[o    o o          oo    o o o     o o  o      o ]
5.19,[   o  o   o o   o      o   o   o oo          oo ]
5.21,[   o  o        o oo      o o   o o   oo  o      ]
5.21,[o             oo  o   o oo  o     o o       o  o]
5.21,[ o   o   o  o       o  oo   oo o  o        o    ]
5.21,[o o         oo    o    oo     o   o  o o   o    ]
5.22,[   o o     oo    o     o o  o     oo          oo]
5.22,[o     o   o   o o         o  o      o o o   o o ]
5.22,[o  o         o  o   o o    o o oo  o         o  ]
5.22,[ oo   o   o   o          o  oo o   o     o  o   ]
5.22,[  o  o      o    o    o o    o      o  oo  o   o]
5.22,[o  o     o    oo  o  o        o o   o    o   o  ]
5.22,[ o        o  o o   oo          o ooo    o      o]
5.22,[   o   o  o     o  o   o   o o  o    o o    o   ]
5.24,[ o   o     o         oooo oo               oo o ]
5.24,[   o o   o      o    oo     o     oo  o o      o]
5.24,[  oo o      o    o       o   ooo   o       o o  ]
5.24,[ o    o  o  o          o  o o o  o  o   o    o  ]
5.24,[ o  o      o o o          o  oo   o    oo o     ]
5.24,[ o o o          o  o   oo o o  o           o   o]
5.24,[  o       o  o       oooo o o     o o          o]
5.24,[   o        o  ooo    o    o      o o o   o  o  ]
5.24,[   o      o  o oo    o   o  o   o  o  oo        ]
